feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,is_fraud
1.0569598259556343,-0.4235299152464911,0.3070547362447543,2.2067598445283374,-1.4149706169293315,1.0260030818246586,0.21753172218249917,-0.6436474302394887,-0.10906181196003217,-0.8968704070036753,-0.7713305791077119,1.0110098203573292,-0.5371496866168826,-0.6326784533149897,-0.877174770221164,0
-1.092594500601181,-0.35454445674710944,1.7639822221712056,-0.1323669336753699,0.24041041349466694,2.569644743061204,-1.7280539668158148,-0.8215759409206211,-3.3106628991873164,-0.26773137316407275,-0.8225251948524263,-0.1349428142853004,-1.4487160613858516,0.6382744378602843,-0.8657758138120293,0
0.3677707675020562,0.7623199133577265,1.3236301685549294,1.3912760683882535,0.5148421928734493,1.1556916593776743,0.6836955578863212,0.8574463881765508,-0.9506979374380145,0.7050125712466379,0.04262440442227257,2.498273379289094,0.5676468078436891,0.029585426729072554,1.086170107311254,0
0.468665646416698,-2.4287789811138554,0.3573617689607705,1.7766134866147847,1.5817427899020655,2.242397343125925,-2.0568252073668485,-0.04956704913430714,-0.7416675666158623,-0.6865836563978421,-0.9700707360537628,-0.1479157116454675,2.714601642857644,-0.6699470018056971,-0.3881099092069076,0
1.421129525258228,-2.055298361246623,1.7119471806726563,3.0705321566441603,-0.6347595412374253,3.236632714202023,-2.3872401008770314,-0.23535710486019074,-1.4586023228317493,0.9543702972876499,-0.3943439289717366,0.4220805212906114,0.9809893021289326,0.3218161383770539,-0.3635165267436921,0
0.0945224914176919,-3.2325183394194554,1.0569140185992172,1.4368746937350034,0.9237666411331893,2.9864812806230816,-3.3194541109395037,0.5696996707580374,-1.52198876119952,0.26988602779638865,1.573570577050647,0.4863445157169269,2.7249299393156274,-1.988689663107126,0.6783280765696612,0
-0.3854523783625813,0.6583798712003497,1.9141018075137324,2.5000423325784205,0.20742236304162884,2.1637165936249505,1.9015421685507259,0.7516958329789503,-2.286606421129289,-0.8065954388560819,1.3041243863279979,1.2470747516086254,-1.3096143669573959,1.0136767051953395,1.203151223058464,0
-1.1553933151499236,0.05517516219213414,-0.7742561050627675,1.0634624892240438,-0.8800028940083993,1.609154914567206,1.209911928981694,0.47690342558488463,-1.9657998401172743,0.4888080744033495,1.0308799976787726,-0.4966208656686623,0.1318726606599443,0.4120104825765275,0.5600215153396962,0
0.03338843098616129,0.9685327226684333,1.702485288318987,-0.5893885156386698,-0.5702598084977086,-0.27653931077530497,0.07696249793449406,0.36889247815933096,-0.22162571726536173,-0.3292633259298385,-0.4305031756660191,0.30391708927005817,-0.8134532317950092,-0.973603980845966,0.1625221354311236,0
0.5864530955354411,-0.5221357222895529,0.13905664803442314,0.4362521416987569,0.6155720542854833,0.453873626144915,-0.9233613974075869,-0.06737629940909216,0.164026875776065,-1.3426641452135086,-0.6298664812803014,0.3975197005506687,1.2745420628670545,1.0587185683465228,0.014079582774495742,0
