feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14
0.566525310566276,1.8645476167120267,-1.5641914317603174,0.2733863724605637,0.3645309379489642,-0.1772532182475198,1.0775840497476528,-1.4066318740320338,0.0241046997392706,0.8437599628684784,-0.8010470827416711,0.0005879872975924,1.0082163718221586,0.8318463535829396,-2.0808139770138365
0.390182028126165,0.9670519532137763,-0.5452341950875511,0.3797054052289045,-0.2079041095214012,0.390271363736205,0.2251364846489234,-1.0018201595242218,-0.5245207624508521,-0.5537522014566165,-0.8120443855063851,0.2159202956862925,-0.3898502844393459,0.4287062997368864,-0.3664242890415364
-1.16109719196763,2.9251019896454338,-0.0119176851376178,-0.7277925449649072,-1.2243002142444788,0.4308012381917007,2.0415775690853293,0.6730937241992831,-1.676408458333992,0.061250747154364,0.6663828558775579,-0.3583387799153157,2.798256500000286,-1.20268956920239,0.2347693676926669
-0.9856410346290516,1.361747495503676,-1.3588880820388405,0.5134153615859272,0.2797859158726353,1.2200077667680391,1.5725348922515616,-0.741933259114132,-1.85026927984074,-1.220720172386867,-0.2627063817449152,0.3911281655813468,1.4486449645782224,-0.9600860539999244,0.0240345201854251
-0.2334993541078538,1.3199610027564197,0.1990505996454534,0.8274853833322008,-2.074037093627369,-0.4274452326389676,2.7252260296038724,1.438102140431454,0.3734683201397659,1.1872662433724968,0.3735401023810287,-0.2196157781489818,1.9153339201252249,-0.9599946094776602,0.0047324856326452
1.3438696905984715,1.2769764652276738,0.2024628184192535,1.3609013342899885,0.184773568286256,0.5028420804651194,0.4565818386907669,-0.9591754295933342,0.0612260009491067,0.067781957171527,0.9979443634392972,-0.4458793362268278,1.214778213107728,-0.3679381269402992,0.1827131547940168
-0.7163290333196443,1.539362575129176,0.7281139683552119,-0.3779863596097501,1.1511600491189518,0.1408147682603325,1.283796384492415,-0.483845188518831,-0.8909285177399255,-0.0813678509667148,0.903873266010288,1.8141397803694048,0.9770003322053016,1.6293245969796994,2.5255883187937327
1.2874059690015835,-0.0938199268277897,0.2851272958967195,1.1627213108993786,0.2235086745318283,-0.6442699409508333,0.5883715123521376,-0.9804658237483008,1.7825802680606082,-0.6780292009367669,-1.0206772839568985,0.4152080257789366,2.248819735392288,0.7537934900195505,0.4722324859601213
-1.118323105921257,-3.147150324969984,-1.0926958605660868,1.4121828083250128,0.9138423865623037,3.6876536188025866,-2.523535536393535,0.8486885880580043,-2.857510127428105,-0.5593047686799038,-0.5221994316249968,0.0761924555206458,2.2791823887615825,0.0099229701933878,-1.8493924439805365
-0.4448440292003495,-1.3051646137530166,0.466981662240875,-0.3039775701884397,1.04805530499867,1.1073123231739526,-1.7565298720413312,-0.612229045688959,-0.7760563199212194,-0.8769987031792739,0.8944989605517507,0.0519889932524646,2.172993875798287,-0.1247519987084637,-0.4992286977080907
-1.1869475468927917,0.4890451972184361,-1.4606613655599547,-0.1291922451739102,-0.1256175794260921,-0.3323955126598856,1.963129577010699,-0.1793299668826697,-0.3096023086031106,-0.8256140803014054,-0.827246058792064,-0.2979491828664624,-0.0323554733586712,-0.1342802669109262,0.3985507704669513
-0.4688378082516721,-0.2417037688021155,0.6414383568702494,-1.1249331961582203,0.4752961531392416,0.356577732312712,-1.4124245699832847,-1.542905916430457,-0.779753131724728,1.48882340655251,1.8225560328713364,-0.9373276277283904,-0.2027098895152908,1.261793665314341,0.2649594993492538
-1.2040667830148697,2.5785972733860776,1.5190065863804083,-0.9516024627494516,1.2085809090430115,-0.6304382141517787,2.637109268717253,-0.2372132610030976,-0.6026698379624029,-1.1766479143170716,-0.8406157818114738,-0.0091867220847182,1.877621151126092,-0.1960938109085925,1.9914906616219616
1.2084806063466866,1.1797763114279645,-1.8430096792888149,1.1320201690805487,-1.102924429543348,-0.39852656816591,1.1738866922314617,-0.8834108082030604,0.9046659820291858,-0.3631278077290711,-0.0954194519123348,-0.5737612783770683,0.780517806923182,-0.798553340407345,1.350454021628495
-0.5121736655193028,1.8665561396428012,-1.3161315965585834,0.306099998866475,-1.0002870320770814,1.4738722607815278,0.7833314169140903,-0.268966521344642,-2.13058545482246,-0.0960131505650009,-0.2369354350665212,1.9460863914840625,1.4935393907516097,0.3381323983457212,2.594628912718267
0.6735709118067201,1.306865536708829,-0.444573986037075,0.8569318047628265,-1.3690413393043028,0.6198832101284717,0.5168873683605552,-0.9636560275624996,-0.5170854345262871,-0.3064583268293502,-0.7289775989460784,-1.455818285150592,0.751571861683378,1.035518803460984,0.2941939231712619
0.7281873081079488,3.561050026852397,0.1957838223216031,-0.2592109584395101,-2.076214683266343,-0.380007478800523,1.5651287905508586,2.3582909408661386,-0.0698526832989353,-0.0088014909046782,-0.5075045619643784,0.4601971650151179,3.2583153368636526,0.9894126569827696,0.4355644754036715
